"model","FH","MAE","MAPE","RMSE"
"VMD_SSA-STACK","1-steps",0.244981735282474,0.0350987121825003,0.318081264138744
"knn","1-steps",0.289518830523196,0.041285879390254,0.38338338702943
"pls","1-steps",0.257749840652116,0.0366994711828658,0.332103492925546
"ridge","1-steps",0.259970159461999,0.0370321666775689,0.335193203798607
"svmLinear2","1-steps",0.260304049309816,0.0371286862277736,0.336643398374268
