"model","FH","MAE","MAPE","RMSE"
"VMD-STACK","1-steps",0.411193423848304,0.0784096474390304,0.57463359265542
"knn","1-steps",0.448776976355594,0.084474031216066,0.616875151664159
"pls","1-steps",0.405601380990894,0.0768172360653441,0.568171970274581
"ridge","1-steps",0.405263292651645,0.0767772473617773,0.567911964864434
"svmLinear2","1-steps",0.410211093400815,0.0774854604661823,0.573133019923849
