"model","FH","MAE","MAPE","RMSE"
"VMD_SSA-STACK","1-steps",0.196523189450067,0.0287091157319348,0.259915572809756
"knn","1-steps",0.220961049684401,0.0322626530563651,0.288414039375141
"pls","1-steps",0.200081453572681,0.0291031762810379,0.261449535492948
"ridge","1-steps",0.201373227807191,0.0293316328781133,0.263317154195254
"svmLinear2","1-steps",0.225359761805151,0.0328841811800273,0.287841958879896
