"model","FH","MAE","MAPE","RMSE"
"SSA-STACK","1-steps",0.28670036083176,0.0414721393399993,0.374472159135437
"knn","1-steps",0.362628156515675,0.0519680661864762,0.478891133674563
"pls","1-steps",0.332933640426825,0.0478905296844896,0.431268268980095
"ridge","1-steps",0.28582709891296,0.0412181794741554,0.371158538418071
"svmLinear2","1-steps",0.289292080906966,0.0416620831260912,0.373923109649109
