"model","FH","MAE","MAPE","RMSE"
"STACK","1-steps",0.435629840313442,0.0839097121047118,0.609951054188125
"knn","1-steps",0.466475376475376,0.0887053309370459,0.646037878470311
"pls","1-steps",0.430401695070924,0.0821771008444475,0.608596723338895
"ridge","1-steps",0.430236634781545,0.0822018374810082,0.6084103193068
"svmLinear2","1-steps",0.428216667893891,0.0824885685326357,0.606594377812382
