"","March_1-step_","March_1-step_knn","March_1-step_pls","March_1-step_ridge","March_1-step_svmLinear2","March_3-step_","March_3-step_knn","March_3-step_pls","March_3-step_ridge","March_3-step_svmLinear2","March_6-step_","March_6-step_knn","March_6-step_pls","March_6-step_ridge","March_6-step_svmLinear2","April_1-step_","April_1-step_knn","April_1-step_pls","April_1-step_ridge","April_1-step_svmLinear2","April_3-step_","April_3-step_knn","April_3-step_pls","April_3-step_ridge","April_3-step_svmLinear2","April_6-step_","April_6-step_knn","April_6-step_pls","April_6-step_ridge","April_6-step_svmLinear2","May_1-step_","May_1-step_knn","May_1-step_pls","May_1-step_ridge","May_1-step_svmLinear2","May_3-step_","May_3-step_knn","May_3-step_pls","May_3-step_ridge","May_3-step_svmLinear2","May_6-step_","May_6-step_knn","May_6-step_pls","May_6-step_ridge","May_6-step_svmLinear2"
"rrmse",0.0711492905651039,0.073016135181396,0.0711950869812419,0.0711849329330364,0.071376751303612,0.0871584767465464,0.0878449348682926,0.0860847865885057,0.0860529587294007,0.0867155846781764,0.101747479629409,0.104128448396968,0.0974127623929411,0.0973417984667911,0.0981224520887487,0.101965893447453,0.107612524998599,0.101512621666129,0.101486305370211,0.101396119443886,0.133351042158181,0.137452278798406,0.131830598290753,0.131823524774788,0.132596495565006,0.162295577380173,0.158526765477196,0.153091745666818,0.153036426161943,0.154093744300759,0.0841089796261773,0.0868518651380376,0.0813142564298896,0.0812659490699709,0.0811492035182457,0.106059549711898,0.106403714065539,0.102864611243483,0.102850514280839,0.102791900439693,0.128507223674578,0.13102807351712,0.124944632019736,0.124900720018189,0.125016808662126
"sse",245.853811065755,256.537948047509,244.176145705135,244.134967757568,245.614404085059,363.783833796667,368.341208490738,352.364767656958,352.200283688953,358.048461983894,489.499457682579,503.868783065736,443.908836229125,443.493635716599,450.826865962446,375.016610813246,420.703859941768,373.353091432111,373.124421572114,370.90039310714,646.283262112994,692.171459489595,635.079284907861,634.773079223396,637.508366937978,976.012474794336,942.337687779254,874.433382022551,873.396451679631,877.055373941663,395.277163203404,424.520093617375,369.777905160924,369.319487962926,367.116690724366,633.66514442683,641.681151491974,593.696300809865,593.537999130815,589.667369142527,938.122684275712,989.466906532294,885.163879886152,884.538145821636,880.043363294444
