mean_ip
0
0.2487425422
0.04416063952
0.04387654762
0.1785560405
0.1974549839
0.5557102364
0.5736038757
0.5437924377
0.5435773735
0.5580583496
0.4146243635
0.5048697705
0.4674331165
0.4165043064
0.4352280974
0.6057744655
0.615043054
0.5942518957
0.594118078
0.5950799642
0.6322458104
0.6367349452
0.6310505891
